,area_type,availability,location,bath,price,bhk,sqft
2043,Built-up  Area,Ready To Move,Green Glen Layout,3,120.0,3,1670.0
2045,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,51.6,2,1307.0
2047,Super built-up  Area,Ready To Move,Hennur Road,3,101.0,3,1703.0
2050,Super built-up  Area,Ready To Move,Haralur Road,2,43.0,2,1140.0
2055,Built-up  Area,Ready To Move,Other,2,110.0,2,1415.0
2057,Super built-up  Area,Ready To Move,Yeshwanthpur,3,160.0,3,1852.0
2058,Super built-up  Area,Ready To Move,Hoskote,3,50.0,3,1250.0
2059,Super built-up  Area,Soon to be Vacated,9th Phase JP Nagar,2,65.0,2,1100.0
2060,Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2,40.25,2,1150.0
2061,Super built-up  Area,Soon to be Vacated,Jakkur,2,53.35,2,1100.0
2062,Plot  Area,Ready To Move,Magadi Road,1,100.0,2,1350.0
2063,Super built-up  Area,Ready To Move,Panathur,3,99.0,3,1546.0
2064,Super built-up  Area,Ready To Move,Ambedkar Nagar,2,90.0,2,1424.0
2066,Super built-up  Area,Ready To Move,Indira Nagar,3,200.0,3,1650.0
2067,Plot  Area,Ready To Move,HBR Layout,4,120.0,4,1200.0
2068,Super built-up  Area,Ready To Move,Brookefield,3,105.0,3,1476.0
2073,Super built-up  Area,Ready To Move,Other,5,600.0,4,4750.0
2074,Built-up  Area,Ready To Move,Sarjapur,2,68.0,3,1285.0
2075,Built-up  Area,Ready To Move,Ambalipura,2,80.0,2,1150.0
2078,Plot  Area,Ready To Move,Other,3,195.0,3,1350.0
2079,Built-up  Area,Ready To Move,Thubarahalli,2,65.0,2,1185.0
2081,Plot  Area,Ready To Move,Other,5,350.0,4,2400.0
2083,Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,105.0,2,1297.0
2084,Super built-up  Area,Ready To Move,Other,3,155.0,3,1840.0
2085,Built-up  Area,Ready To Move,Ramamurthy Nagar,2,50.79,2,950.0
2087,Carpet  Area,Ready To Move,BTM 2nd Stage,2,52.0,2,950.0
2088,Super built-up  Area,Ready To Move,Yeshwanthpur,2,95.815,2,1277.5
2089,Super built-up  Area,Soon to be Vacated,Electronic City,3,89.0,3,1571.0
2090,Super built-up  Area,Ready To Move,Electronic City Phase II,2,55.0,2,1031.0
2091,Super built-up  Area,Soon to be Vacated,Whitefield,2,90.0,2,1485.0
2092,Super built-up  Area,Soon to be Vacated,Ananth Nagar,2,60.0,2,1109.0
2094,Super built-up  Area,Soon to be Vacated,Whitefield,1,50.0,1,950.0
2095,Plot  Area,Ready To Move,Laggere,2,150.0,3,1200.0
2096,Super built-up  Area,Soon to be Vacated,Hosa Road,2,55.15,2,1161.0
2097,Super built-up  Area,Ready To Move,Basavangudi,3,300.0,3,2350.0
2098,Super built-up  Area,Soon to be Vacated,Electronic City Phase II,2,40.6,2,1003.0
2099,Plot  Area,Ready To Move,Other,2,185.0,2,1350.0
2100,Super built-up  Area,Soon to be Vacated,9th Phase JP Nagar,2,37.0,2,1080.0
2101,Super built-up  Area,Ready To Move,Hulimavu,2,73.0,2,1255.0
2102,Super built-up  Area,Ready To Move,Banaswadi,2,60.0,2,1250.0
2103,Plot  Area,Ready To Move,Brookefield,4,152.0,4,1700.0
2104,Plot  Area,Ready To Move,Ramamurthy Nagar,2,66.0,3,1200.0
2105,Built-up  Area,Ready To Move,Other,2,60.0,2,824.0
2106,Super built-up  Area,Ready To Move,1st Phase JP Nagar,3,167.0,3,1875.0
2111,Super built-up  Area,Soon to be Vacated,Electronic City,3,50.0,3,1111.0
2112,Super built-up  Area,Ready To Move,Kothannur,2,47.88,2,1197.0
2113,Super built-up  Area,Ready To Move,Marathahalli,5,185.0,4,2519.0
2114,Super built-up  Area,Soon to be Vacated,Other,2,100.0,3,1340.0
2115,Plot  Area,Ready To Move,Old Madras Road,3,132.0,4,1450.0
2116,Super built-up  Area,Soon to be Vacated,Hoodi,3,145.0,3,1837.0
2118,Super built-up  Area,Ready To Move,Kudlu Gate,2,55.0,2,1238.0
2120,Super built-up  Area,Ready To Move,Doddaballapur,3,80.0,4,1690.0
2121,Built-up  Area,Ready To Move,Other,2,110.0,3,1620.0
2122,Super built-up  Area,Ready To Move,Kanakpura Road,3,115.0,3,1673.0
2123,Plot  Area,Ready To Move,Margondanahalli,2,58.0,2,1090.0
2124,Super built-up  Area,Ready To Move,Varthur,2,40.0,2,1112.0
2127,Super built-up  Area,Ready To Move,Subramanyapura,2,58.0,2,985.0
2128,Super built-up  Area,Soon to be Vacated,Kanakpura Road,1,36.29,1,825.0
2130,Super built-up  Area,Soon to be Vacated,Hosa Road,2,97.52,2,1430.0
2131,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,43.0,2,1050.0
2132,Plot  Area,Ready To Move,Kumaraswami Layout,4,139.0,4,2000.0
2133,Built-up  Area,Ready To Move,Banashankari Stage VI,4,190.0,4,4800.0
2134,Built-up  Area,Ready To Move,Other,3,115.0,3,1533.0
2135,Plot  Area,Ready To Move,Other,3,500.0,4,2800.0
2136,Super built-up  Area,Ready To Move,Malleshwaram,3,399.0,3,2610.0
2137,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,150.0,3,1750.0
2139,Super built-up  Area,Ready To Move,Prithvi Layout,2,87.5,2,1352.0
2140,Super built-up  Area,Ready To Move,Harlur,3,125.0,3,1754.0
2144,Super built-up  Area,Ready To Move,Channasandra,2,90.0,3,1470.0
2145,Built-up  Area,Ready To Move,9th Phase JP Nagar,2,45.0,2,1035.0
2146,Plot  Area,Ready To Move,Whitefield,5,329.0,4,2400.0
2147,Built-up  Area,Ready To Move,Kammanahalli,2,52.0,2,1160.0
2148,Super built-up  Area,Ready To Move,Jakkur,2,52.0,2,1100.0
2149,Super built-up  Area,Ready To Move,Horamavu Agara,2,38.0,2,1170.0
2150,Super built-up  Area,Soon to be Vacated,Bannerghatta Road,1,31.83,1,595.0
2151,Super built-up  Area,Ready To Move,HSR Layout,3,110.0,3,1650.0
2152,Super built-up  Area,Ready To Move,1st Block Jayanagar,2,235.0,3,1875.0
2155,Super built-up  Area,Soon to be Vacated,Ramagondanahalli,2,46.8,2,1235.0
2156,Super built-up  Area,Ready To Move,Other,1,25.0,1,750.0
2157,Built-up  Area,Ready To Move,7th Phase JP Nagar,3,115.0,3,1400.0
2159,Super built-up  Area,Soon to be Vacated,Bannerghatta Road,2,51.0,2,1105.0
2160,Super built-up  Area,Ready To Move,Other,2,85.0,3,1375.0
2165,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,9,350.0,9,3125.0
2166,Super built-up  Area,Ready To Move,Whitefield,1,45.0,1,825.0
2171,Super built-up  Area,Ready To Move,Panathur,2,84.0,2,1195.0
2176,Built-up  Area,Ready To Move,KR Puram,2,25.0,2,750.0
2178,Super built-up  Area,Soon to be Vacated,Iblur Village,3,130.0,3,1920.0
2183,Super built-up  Area,Ready To Move,Kaggadasapura,2,53.0,2,1110.0
2185,Super built-up  Area,Ready To Move,Kaggadasapura,2,38.67,2,1105.0
2186,Plot  Area,Ready To Move,Anekal,3,68.0,3,1800.0
2188,Super built-up  Area,Soon to be Vacated,Bommanahalli,2,29.9,2,1000.0
2189,Built-up  Area,Ready To Move,Prithvi Layout,2,68.0,2,1190.0
2190,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4,200.0,4,1350.0
2191,Super built-up  Area,Soon to be Vacated,Hebbal,4,230.0,4,3067.0
2192,Super built-up  Area,Soon to be Vacated,Sarjapur  Road,4,103.0,3,1929.0
2193,Built-up  Area,Ready To Move,Ramamurthy Nagar,3,100.0,3,1525.0
2194,Super built-up  Area,Ready To Move,Nehru Nagar,3,110.0,3,1775.0
2195,Built-up  Area,Ready To Move,Banashankari,2,63.0,2,1125.0
2197,Super built-up  Area,Soon to be Vacated,Sarjapur  Road,2,58.0,2,1155.0
2198,Built-up  Area,Ready To Move,Hulimavu,4,75.0,4,1200.0
2199,Super built-up  Area,Ready To Move,Sonnenahalli,2,73.0,2,1268.0
2200,Built-up  Area,Ready To Move,Other,3,88.0,3,1500.0
2201,Super built-up  Area,Soon to be Vacated,Electronic City,1,47.0,1,630.0
2203,Super built-up  Area,Ready To Move,Kaggadasapura,2,48.0,2,1060.0
2204,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,127.0,3,1687.0
2205,Super built-up  Area,Ready To Move,Thanisandra,3,123.0,3,1847.0
2206,Super built-up  Area,Ready To Move,Begur Road,2,53.0,3,1410.0
2207,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,42.99,2,1075.0
2208,Super built-up  Area,Ready To Move,Rajaji Nagar,4,492.0,4,3526.0
2209,Built-up  Area,Ready To Move,BTM Layout,3,338.0,3,3000.0
2210,Built-up  Area,Soon to be Vacated,Basavangudi,2,143.0,3,1500.0
2212,Super built-up  Area,Soon to be Vacated,Haralur Road,3,110.0,3,1875.0
2215,Super built-up  Area,Ready To Move,Kasturi Nagar,2,65.0,2,1101.0
2216,Super built-up  Area,Ready To Move,Other,2,76.0,2,1140.0
2217,Super built-up  Area,Ready To Move,Sarjapur  Road,2,110.0,2,1215.0
2218,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,42.0,2,1007.0
2219,Super built-up  Area,Ready To Move,Bellandur,3,168.0,3,2039.0
2220,Built-up  Area,Ready To Move,Ulsoor,3,110.0,3,1020.0
2221,Super built-up  Area,Ready To Move,Other,2,84.0,2,1198.0
2222,Built-up  Area,Ready To Move,Other,4,520.0,4,4000.0
2230,Super built-up  Area,Ready To Move,Kundalahalli,2,49.27,2,1010.0
2231,Super built-up  Area,Soon to be Vacated,KR Puram,2,43.0,2,1015.0
2233,Built-up  Area,Ready To Move,Lakshminarayana Pura,2,75.0,2,1179.0
2235,Super built-up  Area,Ready To Move,Kammasandra,2,24.0,2,870.0
2236,Super built-up  Area,Ready To Move,Bellandur,3,85.0,3,1605.0
2237,Plot  Area,Ready To Move,Banashankari Stage VI,4,89.0,4,2800.0
2238,Super built-up  Area,Ready To Move,Malleshwaram,4,320.0,3,2475.0
2242,Plot  Area,Ready To Move,Ramamurthy Nagar,2,80.0,2,1200.0
2243,Plot  Area,Ready To Move,Other,2,125.0,2,1200.0
2244,Plot  Area,Soon to be Vacated,Kammasandra,2,66.0,2,1200.0
2246,Super built-up  Area,Ready To Move,Hennur,2,57.5,2,1255.0
2247,Super built-up  Area,Ready To Move,Hosur Road,2,30.38,2,1085.0
2248,Super built-up  Area,Soon to be Vacated,Kanakpura Road,3,125.0,3,1592.0
2250,Super built-up  Area,Soon to be Vacated,Kogilu,3,150.0,3,1934.0
2251,Super built-up  Area,Ready To Move,Harlur,2,49.5,2,1200.0
2252,Super built-up  Area,Ready To Move,Uttarahalli,6,120.0,6,3600.0
2253,Super built-up  Area,Soon to be Vacated,Old Madras Road,2,45.0,2,935.0
2254,Built-up  Area,Ready To Move,Bommasandra,2,30.0,2,877.0
2256,Super built-up  Area,Ready To Move,Nagasandra,2,110.0,3,1470.0
2257,Built-up  Area,Ready To Move,Other,1,70.0,1,1050.0
2258,Super built-up  Area,Soon to be Vacated,Hennur Road,2,69.61,2,1232.0
2259,Super built-up  Area,Ready To Move,Ambedkar Nagar,4,169.0,3,2225.0
2260,Plot  Area,Ready To Move,Other,2,80.0,3,1200.0
2261,Super built-up  Area,Ready To Move,Dasarahalli,3,119.0,3,1901.0
2262,Super built-up  Area,Soon to be Vacated,Sarjapur  Road,3,100.0,3,1819.0
2267,Super built-up  Area,Ready To Move,Other,4,169.0,4,1200.0
2269,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,44.0,2,1100.0
2270,Plot  Area,Ready To Move,TC Palaya,3,302.0,4,4800.0
2271,Super built-up  Area,Ready To Move,Kothanur,3,70.0,3,1435.0
2272,Super built-up  Area,Ready To Move,6th Phase JP Nagar,4,250.0,4,3245.0
2273,Super built-up  Area,Ready To Move,Sarjapur  Road,4,110.0,3,1845.0
2274,Plot  Area,Ready To Move,Jigani,4,130.0,3,2400.0
2275,Super built-up  Area,Ready To Move,HSR Layout,2,46.0,2,1140.0
2276,Super built-up  Area,Soon to be Vacated,Ulsoor,2,60.0,2,1200.0
2277,Super built-up  Area,Soon to be Vacated,Talaghattapura,3,170.0,3,2254.0
2278,Super built-up  Area,Ready To Move,Frazer Town,3,150.0,3,1750.0
2280,Built-up  Area,Ready To Move,Bommanahalli,1,25.0,1,515.0
2281,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,140.0,3,1893.0
2282,Super built-up  Area,Ready To Move,Other,3,500.0,3,3025.0
2284,Built-up  Area,Ready To Move,Singasandra,2,36.5,2,600.0
2285,Super built-up  Area,Ready To Move,Bisuvanahalli,2,90.0,3,1075.0
2287,Super built-up  Area,Ready To Move,Kasavanhalli,2,78.0,2,1200.0
2288,Super built-up  Area,Soon to be Vacated,Sarjapur  Road,2,77.65,2,1233.0
2289,Super built-up  Area,Ready To Move,Bannerghatta Road,2,65.26,2,1255.0
2290,Super built-up  Area,Ready To Move,Begur Road,2,37.8,2,1200.0
2291,Super built-up  Area,Ready To Move,Varthur,3,175.0,3,2145.0
2292,Built-up  Area,Ready To Move,1st Phase JP Nagar,5,85.0,5,1500.0
2293,Built-up  Area,Ready To Move,Kothannur,2,34.0,2,740.0
2297,Built-up  Area,Ready To Move,Kogilu,1,36.0,1,540.0
2298,Super built-up  Area,Ready To Move,Tumkur Road,2,84.0,3,1240.0
2300,Plot  Area,Ready To Move,Other,3,350.0,3,1865.0
2301,Super built-up  Area,Soon to be Vacated,Hosa Road,2,36.43,2,1104.0
2303,Built-up  Area,Soon to be Vacated,Nagavara,2,55.0,2,2200.0
2307,Super built-up  Area,Ready To Move,Harlur,2,85.0,2,1290.0
2309,Built-up  Area,Ready To Move,Kannamangala,4,200.0,4,3000.0
2310,Super built-up  Area,Ready To Move,Whitefield,4,270.0,4,3251.97
2311,Built-up  Area,Ready To Move,Other,1,14.0,1,400.0
2313,Super built-up  Area,Ready To Move,Malleshwaram,2,95.0,2,900.0
2314,Plot  Area,Ready To Move,Rajaji Nagar,4,324.0,6,1800.0
2315,Super built-up  Area,Ready To Move,Hennur Road,2,49.0,2,987.0
2316,Super built-up  Area,Ready To Move,Old Madras Road,3,100.0,3,1720.0
2317,Super built-up  Area,Ready To Move,Hebbal,2,50.0,2,1040.0
2318,Built-up  Area,Ready To Move,Anandapura,2,64.0,2,900.0
2319,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,50.0,2,1030.0
2320,Super built-up  Area,Ready To Move,Neeladri Nagar,3,133.0,3,2556.0
2324,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,83.0,2,1270.0
2325,Built-up  Area,Soon to be Vacated,Sahakara Nagar,3,115.0,3,1655.0
2327,Super built-up  Area,Ready To Move,Domlur,2,85.0,2,1050.0
2330,Built-up  Area,Ready To Move,CV Raman Nagar,3,145.0,3,1726.0
2331,Super built-up  Area,Ready To Move,Sarakki Nagar,4,253.0,3,2121.0
2332,Super built-up  Area,Ready To Move,Vittasandra,2,75.0,2,1404.0
2334,Super built-up  Area,Ready To Move,Kengeri,2,57.0,2,1025.0
2338,Super built-up  Area,Ready To Move,Other,3,550.0,4,3750.0
2339,Super built-up  Area,Ready To Move,Kothannur,2,47.8,2,1197.0
2340,Super built-up  Area,Ready To Move,Garudachar Palya,2,52.75,2,1150.0
2341,Built-up  Area,Ready To Move,Other,5,629.0,4,4800.0
2342,Super built-up  Area,Ready To Move,R.T. Nagar,2,46.0,2,1040.0
2343,Super built-up  Area,Soon to be Vacated,Banashankari,2,80.0,2,1310.0
2344,Super built-up  Area,Ready To Move,Uttarahalli,3,98.34,3,1788.0
2345,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,38.55,2,1144.0
2346,Super built-up  Area,Soon to be Vacated,Anjanapura,2,39.0,2,1070.0
2348,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,120.0,3,1862.0
2349,Plot  Area,Ready To Move,Margondanahalli,2,58.5,2,1200.0
2350,Super built-up  Area,Ready To Move,Begur Road,2,27.0,2,970.0
2354,Super built-up  Area,Soon to be Vacated,Iblur Village,3,135.0,3,1995.0
2355,Plot  Area,Ready To Move,1st Block Jayanagar,4,450.0,4,2400.0
2356,Super built-up  Area,Soon to be Vacated,Hosakerehalli,2,47.74,2,1085.0
2358,Super built-up  Area,Ready To Move,Haralur Road,2,44.0,2,1092.0
2359,Super built-up  Area,Ready To Move,Pattandur Agrahara,3,98.0,3,1767.0
2361,Super built-up  Area,Ready To Move,Bellandur,3,88.0,3,1692.0
2363,Super built-up  Area,Ready To Move,Uttarahalli,2,57.0,3,1345.0
2365,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,62.0,3,1408.0
2366,Plot  Area,Ready To Move,Banashankari Stage III,4,240.0,4,2400.0
2367,Plot  Area,Ready To Move,Kadugodi,4,200.0,4,1920.0
2369,Super built-up  Area,Ready To Move,Thigalarapalya,4,150.0,3,2072.0
2370,Super built-up  Area,Ready To Move,Malleshwaram,2,158.0,2,1420.0
2371,Plot  Area,Ready To Move,Electronics City Phase 1,3,137.0,3,2040.0
2373,Plot  Area,Ready To Move,8th Phase JP Nagar,4,145.0,4,1200.0
2374,Super built-up  Area,Ready To Move,Other,2,79.0,2,1300.0
2376,Super built-up  Area,Ready To Move,KR Puram,2,86.0,2,1470.0
2377,Super built-up  Area,Soon to be Vacated,Hosa Road,2,31.9,2,1063.0
2379,Super built-up  Area,Ready To Move,Other,4,350.0,4,3500.0
2384,Built-up  Area,Ready To Move,Vidyaranyapura,2,55.0,2,1060.0
2385,Built-up  Area,Ready To Move,Other,2,110.0,3,1000.0
2386,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3,145.0,3,1760.0
2390,Super built-up  Area,Ready To Move,Gottigere,3,65.0,3,1300.0
2393,Super built-up  Area,Ready To Move,Singasandra,2,52.0,2,1100.0
2394,Super built-up  Area,Ready To Move,Harlur,3,116.0,3,1752.12
2395,Super built-up  Area,Ready To Move,Marathahalli,2,46.9,2,957.0
2396,Super built-up  Area,Soon to be Vacated,Balagere,1,41.9,1,790.5
2399,Super built-up  Area,Ready To Move,Yeshwanthpur,1,36.85,1,668.0
2402,Super built-up  Area,Ready To Move,Uttarahalli,2,43.55,2,1089.0
2403,Super built-up  Area,Ready To Move,Thanisandra,3,90.0,3,1800.0
2404,Super built-up  Area,Ready To Move,Yelahanka New Town,2,18.0,1,960.0
2406,Super built-up  Area,Ready To Move,Marathahalli,3,105.0,3,1583.0
2408,Super built-up  Area,Ready To Move,Padmanabhanagar,2,65.0,2,1100.0
2409,Plot  Area,Ready To Move,Thyagaraja Nagar,1,100.0,1,800.0
2410,Super built-up  Area,Ready To Move,Vittasandra,2,65.0,2,1246.0
2411,Super built-up  Area,Ready To Move,Dodda Nekkundi,2,28.0,2,850.0
2412,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,51.51,2,1196.0
2413,Super built-up  Area,Ready To Move,Thanisandra,3,114.0,3,1697.0
2414,Built-up  Area,Ready To Move,TC Palaya,2,64.0,2,1000.0
2420,Super built-up  Area,Ready To Move,Kammasandra,2,23.45,2,1018.0
2422,Super built-up  Area,Ready To Move,Bharathi Nagar,2,68.0,2,1322.0
2423,Plot  Area,Ready To Move,Marsur,4,145.0,4,1800.0
2424,Super built-up  Area,Ready To Move,Doddakallasandra,2,58.39,3,1460.0
2426,Built-up  Area,Ready To Move,Other,3,260.0,3,2400.0
2427,Super built-up  Area,Ready To Move,Whitefield,2,85.0,3,1635.0
2428,Super built-up  Area,Ready To Move,Rajaji Nagar,4,558.0,4,3526.0
2430,Built-up  Area,Ready To Move,Other,3,460.0,3,2770.0
2433,Super built-up  Area,Ready To Move,Akshaya Nagar,3,134.0,3,1720.0
2434,Super built-up  Area,Ready To Move,Frazer Town,3,200.0,3,2000.0
2435,Super built-up  Area,Soon to be Vacated,Yeshwanthpur,2,75.84,2,1185.0
2436,Super built-up  Area,Soon to be Vacated,Varthur Road,2,27.0,2,900.0
2437,Built-up  Area,Ready To Move,Attibele,1,10.25,1,395.0
2438,Super built-up  Area,Ready To Move,Electronic City Phase II,2,56.35,2,1031.0
2440,Super built-up  Area,Ready To Move,Thanisandra,4,240.0,4,2650.0
2441,Plot  Area,Ready To Move,Basaveshwara Nagar,5,415.0,5,2400.0
2443,Super built-up  Area,Ready To Move,Hennur,2,57.0,2,1259.0
2444,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,88.0,3,1570.0
2446,Super built-up  Area,Soon to be Vacated,Whitefield,2,79.0,2,1216.0
2448,Super built-up  Area,Ready To Move,Begur Road,2,40.59,2,1160.0
2451,Super built-up  Area,Ready To Move,Harlur,3,135.0,3,1754.0
2452,Super built-up  Area,Soon to be Vacated,Rayasandra,3,83.0,3,1639.0
2453,Super built-up  Area,Soon to be Vacated,Hennur Road,3,102.0,3,1804.0
2456,Super built-up  Area,Ready To Move,Begur Road,2,46.62,2,1260.0
2458,Built-up  Area,Ready To Move,Hennur Road,3,160.0,3,2160.0
2461,Plot  Area,Ready To Move,Margondanahalli,2,67.0,2,1200.0
2462,Super built-up  Area,Ready To Move,Yelahanka,2,65.0,2,1300.0
2463,Super built-up  Area,Ready To Move,Cox Town,1,29.0,1,605.0
2465,Super built-up  Area,Soon to be Vacated,Bhoganhalli,2,75.97,2,1444.0
2466,Built-up  Area,Ready To Move,Amruthahalli,2,45.0,2,924.0
2467,Super built-up  Area,Soon to be Vacated,Kaikondrahalli,2,30.0,2,1000.0
2469,Plot  Area,Ready To Move,Other,3,225.0,3,1200.0
2470,Super built-up  Area,Ready To Move,Bisuvanahalli,2,29.0,2,845.0
2472,Super built-up  Area,Ready To Move,Kothanur,2,58.0,2,1187.0
2474,Plot  Area,Ready To Move,Devarachikkanahalli,2,83.0,2,1200.0
2475,Super built-up  Area,Ready To Move,Other,2,110.0,2,1452.55
2476,Built-up  Area,Ready To Move,Other,3,151.0,3,2357.0
2477,Super built-up  Area,Ready To Move,Kaval Byrasandra,2,49.5,2,1200.0
2479,Built-up  Area,Ready To Move,Basavangudi,1,97.5,1,600.0
2481,Super built-up  Area,Ready To Move,Other,2,105.0,2,1170.0
2482,Super built-up  Area,Ready To Move,Somasundara Palya,2,68.0,2,1448.0
2483,Super built-up  Area,Soon to be Vacated,Kadugodi,3,110.0,3,1762.0
2484,Super built-up  Area,Ready To Move,Kaggadasapura,2,38.65,2,1105.0
2485,Super built-up  Area,Soon to be Vacated,Yelahanka,3,105.0,3,1825.0
2490,Super built-up  Area,Ready To Move,Hulimavu,2,48.0,2,1058.0
2491,Super built-up  Area,Ready To Move,Bellandur,2,60.0,2,1220.0
2492,Super built-up  Area,Soon to be Vacated,Sarjapur,2,25.0,2,925.0
2493,Super built-up  Area,Soon to be Vacated,Old Madras Road,2,72.0,2,1200.0
2496,Super built-up  Area,Soon to be Vacated,Other,3,91.72,3,1411.0
2498,Super built-up  Area,Ready To Move,Green Glen Layout,4,230.0,4,3250.0
2499,Super built-up  Area,Ready To Move,Haralur Road,4,130.0,3,2475.0
2500,Super built-up  Area,Soon to be Vacated,Jakkur,4,260.5,4,3181.0
2501,Super built-up  Area,Soon to be Vacated,7th Phase JP Nagar,4,188.0,4,2503.0
2502,Super built-up  Area,Ready To Move,Marathahalli,5,190.0,4,2524.0
2503,Super built-up  Area,Ready To Move,Kaggadasapura,2,42.0,2,1063.0
2507,Super built-up  Area,Ready To Move,Jalahalli,2,76.77,2,1045.0
2509,Super built-up  Area,Ready To Move,Hoodi,2,78.0,2,1400.0
2511,Super built-up  Area,Ready To Move,Other,3,375.0,3,3095.0
2513,Super built-up  Area,Ready To Move,Sarjapur  Road,3,112.0,3,1680.0
2515,Super built-up  Area,Ready To Move,Gottigere,2,38.0,2,950.0
2517,Super built-up  Area,Ready To Move,Banashankari Stage V,2,49.0,3,1305.0
2520,Plot  Area,Ready To Move,Other,3,78.0,3,1100.0
2521,Built-up  Area,Ready To Move,Thanisandra,5,160.0,6,3500.0
2522,Super built-up  Area,Soon to be Vacated,Begur Road,3,83.33,3,1634.0
2523,Super built-up  Area,Ready To Move,Prithvi Layout,2,85.0,2,1352.0
2526,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,190.0,3,2200.0
2527,Super built-up  Area,Soon to be Vacated,Bommasandra Industrial Area,2,39.0,2,1020.0
2528,Super built-up  Area,Ready To Move,Other,4,365.0,4,3600.0
2529,Super built-up  Area,Soon to be Vacated,Raja Rajeshwari Nagar,2,61.0,2,1168.0
2530,Super built-up  Area,Soon to be Vacated,Electronic City Phase II,2,75.0,2,1205.0
2531,Super built-up  Area,Ready To Move,Yeshwanthpur,2,100.0,2,1195.0
2532,Built-up  Area,Ready To Move,CV Raman Nagar,2,49.0,2,1028.0
